"고유번호","구명","품계수종","수고","관리등급","위치","환경영향","전정","도로길이","구번호","전선유무","순번","품계활력","흉고지름","품계위치","수관너비","현존유무","관리기관","피해정도","주변토지사용상태","방재","관리방안","수목고유번호","차선수","보호덮개","가로명","가치등급","품계퓽고","수목명","X 좌표","Y 좌표"
"OBJECTID","GU_NM","TRE_SOM","THT_HG","MGE_LVL","LC","EVMT_IFNE","RPRUNG_CN","ROAD_LT","GU_NO","ETRC_YNO","SN","ITM_ERY","BHT_DM","RNK_LC_CN","WTRTB_BT","EXT_YNO","MGE_ORG","DME_ETT","CMFE_LU_STTN","DSPRVN_CN","MGE_MTE","TRE_IDN","TFCLNE_CO","PTN_CVR","WIDTH_NM","VAL_LVL","RNK_BHT_HG","WDPT_NM","X","Y"
"20000520","중구","8","15","2","부일수퍼","0","","0","02","1","159","8","33","6","8","0","공원녹지과","2","0","","0","2-금호동길-가-0159","","1","금호동길","0","9","은행나무","200908.969","451395.996"
"20000521","중구","8","21","2","저동빌딩","0","","0","02","1","150","6","27","6","10","0","공원녹지과","1","0","","0","2-마른내길-가-0150","","1","마른내길","0","6","은행나무","199008.189","451684.551"
"20000523","중구","8","17","1","남산","0","","0","02","1","103","8","43","12","19","0","공원녹지과","2","0","","0","2-소파길-가-0103","","1","소파길","0","12","은행나무","198295.499","450650.059"
"20000524","중구","8","25","1","남산","0","","0","02","2","69","8","25","12","9","0","공원녹지과","2","0","","0","2-소월길-가-0069","","1","소월길","0","6","은행나무","197953.423","450760.743"
"20000525","중구","8","15","1","우리은행","0","","0","02","2","372","8","43","12","7","0","공원녹지과","2","0","","0","2-남대문로-가-0354","","1","남대문로","0","12","은행나무","197676.982","451019.805"
"20000526","중구","8","7","2","남산","0","","0","02","2","31","8","12","9","8","0","공원녹지과","2","0","","0","2-소파길-가-0031","","1","소파길","0","3","은행나무","198798.764","450866.831"
"20000527","중구","8","16","2","훼미리마트","0","","0","02","1","94","8","30","6","10","0","공원녹지과","2","0","","0","2-금호동길-가-0094","","1","금호동길","0","6","은행나무","201034.064","451274.528"
"20000528","중구","4","16","2","멋쟁이마을","0","","0","02","1","47","8","36","6","8","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-금호동길-가-0047","","1","금호동길","0","9","양버즘나무","201622.806","451158.505"
"20000529","중구","8","10","1","sk장충주유소","0","","0","02","2","181","8","25","12","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-홍인문로-가-0176","","1","홍인문로","0","6","소나무","200604.002","451473.463"
"20000531","중구","8","10","1","밀리오레","0","","0","02","2","23","8","23","12","4","0","공원녹지과","2","0","","0","2-홍인문로-가-0017","","2","홍인문로","0","6","은행나무","200790.244","452057.865"
"20000084","중구","8","12","2","대경빌딩","0","","0","02","2","365","8","17","6","6","0","공원녹지과","2","0","","0","2-태평로-가-0370","","1","태평로","0","3","은행나무","197747.395","451354.253"
"20000085","중구","8","14","2","부일수퍼","0","","0","02","1","148","8","22","6","8","0","공원녹지과","2","0","","0","2-금호동길-가-0148","","1","금호동길","0","6","은행나무","200912.048","451509.208"
"20000086","중구","8","13","2","동대문운동장","0","","0","02","2","141","8","19","6","4","0","공원녹지과","2","0","","0","2-마장로-가-0141","","1","마장로","0","3","은행나무","201043.68","452053.456"
"20000088","중구","6","7","3","약수사거리","0","","0","02","2","33","8","15","6","6","0","공원녹지과","2","0","2010. 진딧물 및 흰불나방 방제","0","2-동호로-가-0033","","1","동호로","0","3","왕벚나무","201044.691","450543.844"
"20000089","중구","4","6","1","시대상사","0","","0","02","2","43","8","20","12","6","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-청계천로-가-0033","","1","청계천로","0","12","느티나무","199953.003","452159.815"
"20000091","중구","8","15","1","우리은행","0","","0","02","2","70","8","25","12","7","0","공원녹지과","2","0","","0","2-반포로-가-0070","","1","반포로","0","6","은행나무","198477.073","450999.476"
"20000092","중구","8","13","2","남산","0","","0","02","2","68","8","27","9","7","0","공원녹지과","2","0","","0","2-소파길-가-0068","","1","소파길","0","6","은행나무","198569.91","450657.61"
"20000093","중구","8","8","1","KT통신","0","","0","02","2","238","8","28","12","8","0","공원녹지과","2","0","2010. 진딧물 및 흰불나방 등 지상방제","0","2-다산로-가-0245","","1","다산로","0","6","회화나무","201444.243","451816.204"
"20000094","중구","4","6","1","시대상사","0","","0","02","2","43","8","20","12","6","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-청계천로-가-0093","","1","청계천로","0","12","느티나무","199285.098","452067.925"
"20000095","중구","4","6","1","시대상사","0","","0","02","2","43","8","20","12","6","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-청계천로-가-0123","","1","청계천로","0","12","느티나무","198988.196","452042.188"
"20000097","중구","4","23","1","삼도빌딩","0","","0","02","2","90","8","50","12","6","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-의주로-가-0093","","1","의주로","0","12","양버즘나무","197225.572","451580.459"
"20000098","중구","8","10","2","신한은행","0","","0","02","2","407","8","25","6","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-태평로-가-0407","","1","태평로","0","9","소나무","197740.641","451262.441"
"20000099","중구","4","10","2","STX 본사","0","","0","02","1","34","8","25","9","5","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-후암동길-가-0034","","1","후암동길","0","6","소나무","197785.766","450449.226"
"20000100","중구","8","12","1","신한은행","0","","0","02","2","5","8","30","12","18","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-명동길-가-0005","","1","명동길","0","6","느티나무","198644.148","451589.517"
"20000101","중구","8","14","2","프레스센터","0","","0","02","2","162","6","23","12","8","0","공원녹지과","2","0","","0","2-태평로-가-0162","","1","태평로","0","6","은행나무","197995.567","452085.413"
"20000102","중구","8","23","1","동아빌딩","0","","0","02","2","218","8","29","12","8","0","공원녹지과","2","0","","0","2-남대문로-가-0224","","1","남대문로","0","6","은행나무","198377.021","452042.903"
"20000104","중구","8","13","1","힐튼호텔","0","","0","02","2","12","8","40","9","7","0","공원녹지과","2","0","","0","2-소월길-가-0012","","1","소월길","0","9","은행나무","198144.029","450483.387"
"20000105","중구","8","14","1","남산","0","","0","02","2","45","8","32","9","9","0","공원녹지과","2","0","","0","2-소월길-가-0045","","1","소월길","0","9","은행나무","198036.517","450592.176"
"20000106","중구","8","13","2","남산","0","","0","02","2","165","8","19","9","7","0","공원녹지과","2","0","","0","2-소파길-가-0165","","1","소파길","0","3","은행나무","198153.504","450725.187"
"20000107","중구","8","30","1","남산","0","","0","02","2","124","8","30","12","4","0","공원녹지과","2","0","","0","2-소파길-가-0124","","1","소파길","0","6","은행나무","198148.129","450749.85"
"20000108","중구","8","5","2","새한교역","0","","0","02","1","90","8","12","6","6","0","공원녹지과","0","0","2010. 진딧물 및 흰불나방 방제","0","2-서애길-가-0090","","1","서애길","0","3","왕벚나무","199625.095","450708.675"
"20000109","중구","8","6","2","","0","","0","02","2","71","8","12","6","6","0","공원녹지과","0","0","2010. 진딧물 및 흰불나방 방제","0","2-서애길-가-0071","","1","서애길","0","3","왕벚나무","199604.031","450736.916"
"20000365","중구","4","10","3","영미상가","0","","0","02","2","5","8","30","6","6","0","공원녹지과","2","0","","0","2-마장로-가-0005","","1","마장로","0","6","은행나무","202017.234","452058.827"
"20000366","중구","8","8","2","","0","","0","02","2","197","8","15","9","6","0","공원녹지과","2","0","2010. 진딧물 방제","0","2-동호로-가-0199","","1","동호로","0","6","느티나무","201074.556","450332.013"
"20000532","중구","4","10","2","소머리국밥집","0","","0","02","2","276","8","12","6","6","0","공원녹지과","2","0","","0","2-마른내길-가-0276","","1","마른내길","0","9","은행나무","200098.41","451660.494"
"20000533","중구","8","17","2","마른내길","0","","0","02","1","228","8","26","6","8","0","공원녹지과","2","0","","0","2-마른내길-가-0228","","1","마른내길","0","6","은행나무","199531.417","451634.023"
"20000534","중구","8","17","2","골드상호금고","0","","0","02","1","181","8","38","6","9","0","공원녹지과","2","0","","0","2-마른내길-가-0181","","1","마른내길","0","9","은행나무","199197.662","451671.914"
"20000535","중구","8","14","2","조이마트","0","","0","02","1","129","6","28","6","7","0","공원녹지과","2","0","","0","2-마른내길-가-0129","","1","마른내길","0","6","은행나무","199188.403","451686.608"
"20000536","중구","8","16","2","남대문빌딩","0","","0","02","2","33","8","24","9","9","0","공원녹지과","2","0","","0","2-칠패길-가-0033","","1","칠패길","0","6","은행나무","197489.471","451137.202"
"20000538","중구","8","19","1","","0","","0","02","2","92","8","32","12","7","0","공원녹지과","2","0","","0","2-칠패길-가-0092","","1","칠패길","0","9","은행나무","197716.071","451125.142"
"20000539","중구","8","16","1","우리은행","0","","0","02","2","368","8","56","12","8","0","공원녹지과","2","0","","0","2-남대문로-가-0350","","1","남대문로","0","12","은행나무","197691.472","451039.651"
"20000540","중구","8","15","1","서울역","0","","0","02","2","382","8","40","12","7","0","공원녹지과","2","0","","0","2-남대문로-가-0364","","2","남대문로","0","9","은행나무","197586.214","450892.344"
"20000541","중구","8","23","1","서울역","0","","0","02","2","21","8","45","12","11","0","공원녹지과","2","0","","0","2-의주로-가-0021","","1","의주로","0","12","은행나무","197500.328","451065.543"
"20000542","중구","8","11","2","시장","0","","0","02","2","29","8","20","12","6","0","공원녹지과","2","0","","0","2-왕십리길-가-0029","","2","왕십리길","0","3","은행나무","201717.752","451803.445"
"20000543","중구","8","8","1","아이마트","0","","0","02","2","181","8","23","12","6","0","공원녹지과","2","0","","0","2-왕십리길-가-0182","","1","왕십리길","0","6","은행나무","202012.291","451743.456"
"20000544","중구","8","15","2","OTPIA","0","","0","02","1","44","8","21","6","12","0","공원녹지과","2","0","","0","2-마른내길-가-0044","","1","마른내길","0","6","은행나무","200021.831","451668.092"
"20000546","중구","4","12","3","영미상가","0","","0","02","2","8","8","25","6","6","0","공원녹지과","2","0","","0","2-마장로-가-0008","","1","마장로","0","6","은행나무","201987.992","452064.251"
"20000547","중구","8","8","2","","0","","0","02","2","257","8","20","12","3","0","공원녹지과","2","0","2010. 흡즙성및천공성 해충종합방제","0","2-다산로-가-0257","","1","다산로","0","3","소나무","201435.656","451982.824"
"20000548","중구","8","13","1","동대문운동장","0","","0","02","2","504","8","27","12","5","0","공원녹지과","2","0","","0","2-을지로-가-0504","","1","을지로","0","6","은행나무","200890.907","451741.733"
"20000549","중구","8","13","2","동대문운동장","0","","0","02","2","506","8","15","12","7","0","공원녹지과","2","0","","0","2-을지로-가-0506","","1","을지로","0","3","은행나무","200905.662","451735.461"
"20000550","중구","8","10","1","신흥빌딩","0","","0","02","2","83","8","32","12","6","0","공원녹지과","2","0","","0","2-청파로-가-0106","","1","청파로","0","9","은행나무","197173","451248.667"
"20000551","중구","8","15","2","흥인사거리","0","","0","02","2","208","8","26","9","6","0","공원녹지과","2","0","","0","2-마장로-가-0208","","2","마장로","0","6","은행나무","201382.548","452038.353"
"20000552","중구","4","9","3","축협","0","","0","02","1","36","8","24","6","5","0","공원녹지과","2","0","2010. 방패벌레 수간주사 및 흰불나방 지상방제","0","2-중림동길-가-0036","","1","중림동길","0","6","양버즘나무","196990.179","451027.599"
"20000554","중구","8","8","2","상공회의소","0","","0","02","2","430","8","30","6","6","0","공원녹지과","","0","2010. 흡즙성및천공성 해충종합방제","0","2-태평로-가-0435","","1","태평로","0","3","소나무","197759.72","451201.009"
"20000555","중구","8","8","2","한림","0","","0","02","2","148","6","12","12","6","0","공원녹지과","2","0","","0","2-훈련원로-가-0148","","1","훈련원로","0","3","은행나무","200242.246","451668.98"
