"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"MSRDT_DE","MSRSTE_NM","NO2","O3","CO","SO2","PM10","PM25"
"20160117","종로","0.062","0.004","1","0.005","86","44"
"20160117","종로구","0.049","0.005","0.7","0.005","77","71"
"20160117","중구","0.055","0.005","0.9","0.007","71","42"
"20160117","중랑구","0.043","0.011","0.8","0.007","64","43"
"20160117","청계천","0.055","0.004","0.8","0.011","68","27"
"20160117","청량리","0.054","0.004","0.8","0.007","71","57"
"20160117","태릉","0.057","0.003","1.1","0.005","87","49"
"20160116","강남구","0.045","0.005","0.6","0.005","66","37"
"20160116","강동구","0.042","0.005","0.7","0.006","69","38"
"20160116","강변북로","0.057","0.006","0.7","0.006","65","37"
"20160116","강북구","0.052","0.004","1.1","0.006","81","52"
"20160116","강서구","0.053","0.002","0.8","0.006","70","37"
"20160116","공항로","0.047","0.002","1.2","0.006","82","46"
"20160116","관악구","0.067","0.002","1","0.005","67","45"
"20160116","광진구","0.037","0.01","0.7","0.005","65","49"
"20160116","구로구","0.043","0.003","0.9","0.007","60","39"
"20160116","금천구","0.058","0.004","0.9","0.006","73","55"
"20160116","길동","0.05","0.003","0.8","0.006","58","40"
"20160116","내부순환","0.049","0.004","0.9","0.009","76","47"
"20160116","노원구","0.053","0.004","1","0.008","76","34"
"20160116","도봉구","0.06","0.005","1","0.006","77","41"
"20160116","동대문구","0.054","0.004","1.2","0.007","75","39"
"20160116","동작구","0.061","0.003","0.9","0.005","71","45"
"20160116","동작대로","0.06","0.007","1","0.007","79","54"
"20160116","마포구","0.043","0.005","0.8","0.006","62","48"
"20160116","서대문구","0.043","0.015","0.7","0.005","64","37"
"20160116","서울역","0.056","0.004","0.8","0.006","75","46"
"20160116","서초구","0.041","0.004","0.7","0.006","57","37"
"20160116","성동구","0.047","0.005","0.8","0.004","71","37"
"20160116","성북구","0.059","0.004","1.3","0.008","73","46"
"20160116","송파구","0.042","0.007","0.8","0.006","58","34"
"20160116","신사동","0.057","0.004","1.2","0.005","67","41"
"20160116","신촌","0.055","0.004","1","0.006","92","42"
"20160116","양재대로","0.065","0.003","1.1","0.007","69","44"
"20160116","양천구","0.052","0.003","0.9","0.005","86","62"
"20160116","영등포","0.064","0.002","0.8","0.008","95","51"
"20160116","영등포구","0.039","0.003","0.8","0.006","75","39"
"20160116","용산구","0.048","0.005","0.6","0.006","58","43"
"20160116","은평구","0.036","0.018","0.6","0.007","58","38"
"20160116","종로","0.066","0.003","1","0.006","79","40"
"20160116","종로구","0.051","0.004","0.6","0.006","76","66"
"20160116","중구","0.055","0.004","0.9","0.007","67","35"
"20160116","중랑구","0.049","0.006","0.8","0.007","67","41"
"20160116","청계천","0.059","0.003","0.8","0.01","67","25"
"20160116","청량리","0.06","0.003","0.8","0.008","68","55"
"20160116","태릉","0.058","0.003","1.2","0.006","83","44"
"20160115","강남구","0.048","0.007","0.6","0.006","51","26"
"20160115","강동구","0.052","0.004","0.8","0.007","59","32"
"20160115","강변북로","0.069","0.005","0.7","0.007","59","27"
"20160115","강북구","0.051","0.007","0.9","0.006","55","34"
"20160115","강서구","0.052","0.004","0.8","0.007","57","28"
"20160115","공항로","0.051","0.003","1.2","0.006","80","38"
"20160115","관악구","0.061","0.006","0.8","0.006","50","30"
"20160115","광진구","0.05","0.005","0.8","0.005","58","41"
"20160115","구로구","0.039","0.007","0.7","0.007","41","26"
"20160115","금천구","0.045","0.011","0.7","0.006","46","30"
"20160115","길동","0.058","0.003","0.8","0.007","55","36"
"20160115","내부순환","0.045","0.006","0.7","0.009","58","31"
"20160115","노원구","0.051","0.006","0.9","0.008","52","22"
"20160115","도봉구","0.057","0.005","0.9","0.006","56","31"
"20160115","동대문구","0.054","0.006","1.1","0.008","57","28"
"20160115","동작구","0.051","0.01","0.6","0.005","44","27"
"20160115","동작대로","0.06","0.009","0.8","0.008","62","38"
"20160115","마포구","0.04","0.008","0.7","0.007","41","29"
"20160115","서대문구","0.055","0.01","0.7","0.006","48","26"
"20160115","서울역","0.054","0.007","0.8","0.006","64","31"
"20160115","서초구","0.04","0.006","0.6","0.007","48","26"
"20160115","성동구","0.049","0.006","0.7","0.005","54","26"
"20160115","성북구","0.055","0.007","1.1","0.008","51","29"
"20160115","송파구","0.049","0.007","0.8","0.006","51","28"
"20160115","신사동","0.058","0.005","1","0.006","53","27"
"20160115","신촌","0.055","0.006","0.9","0.007","69","29"
"20160115","양재대로","0.066","0.005","0.9","0.008","59","30"
"20160115","양천구","0.05","0.006","0.8","0.005","59","38"
"20160115","영등포","0.063","0.004","0.7","0.009","72","31"
"20160115","영등포구","0.039","0.003","0.9","0.006","58","28"
"20160115","용산구","0.045","0.007","0.6","0.005","40","28"
"20160115","은평구","0.04","0.012","0.6","0.007","42","26"
"20160115","종로","0.056","0.006","0.8","0.006","60","25"
"20160115","종로구","0.048","0.005","0.5","0.006","52","40"
"20160115","중구","0.051","0.008","0.7","0.008","47","24"
"20160115","중랑구","0.052","0.006","0.4","0.007","53","29"
"20160115","청계천","0.058","0.005","0.8","0.011","50","16"
"20160115","청량리","0.059","0.004","0.8","0.008","55","39"
"20160115","태릉","0.063","0.004","1.1","0.007","65","32"
"20160114","강남구","0.037","0.016","0.5","0.006","49","20"
"20160114","강동구","0.041","0.007","0.6","0.006","52","24"
"20160114","강변북로","0.06","0.008","0.6","0.007","56","21"
"20160114","강북구","0.04","0.01","0.7","0.005","41","23"
"20160114","강서구","0.036","0.01","0.5","0.007","47","20"
"20160114","공항로","0.039","0.005","0.7","0.006","58","24"
"20160114","관악구","0.045","0.012","0.6","0.006","42","25"
"20160114","광진구","0.036","0.012","0.6","0.005","47","28"
"20160114","구로구","0.029","0.013","0.6","0.008","40","20"
"20160114","금천구","0.037","0.012","0.6","0.006","41","23"
"20160114","길동","0.049","0.006","0.6","0.007","53","26"
"20160114","내부순환","0.036","0.01","0.6","0.008","52","24"
"20160114","노원구","0.039","0.011","0.7","0.008","39","17"
"20160114","도봉구","0.042","0.012","0.6","0.005","39","18"
"20160114","동대문구","0.036","0.012","0.8","0.007","46","20"
"20160114","동작구","0.038","0.014","0.5","0.005","35","18"
"20160114","동작대로","0.051","0.012","0.7","0.008","63","29"
"20160114","마포구","0.029","0.014","0.5","0.006","31","21"
"20160114","서대문구","0.043","0.014","0.7","0.006","44","19"
"20160114","서울역","0.043","0.01","0.6","0.006","60","24"
"20160114","서초구","0.032","0.011","0.4","0.007","51","23"
"20160114","성동구","0.04","0.009","0.6","0.004","54","19"
"20160114","성북구","0.041","0.011","0.7","0.008","44","20"
"20160114","송파구","0.037","0.012","0.6","0.006","42","19"
"20160114","신사동","0.048","0.009","0.8","0.006","55","20"
"20160114","신촌","0.052","0.007","0.8","0.01","77","22"
"20160114","양재대로","0.049","0.008","0.8","0.007","57","23"
"20160114","양천구","0.035","0.012","0.6","0.005","46","26"
"20160114","영등포","0.054","0.009","0.5","0.009","59","23"
"20160114","영등포구","0.031","0.009","0.7","0.007","48","21"
"20160114","용산구","0.035","0.011","0.4","0.005","33","20"
"20160114","은평구","0.033","0.015","0.5","0.007","37","18"
"20160114","종로","0.045","0.012","0.6","0.005","49","19"
"20160114","종로구","0.034","0.004","0.4","0.005","43","26"
"20160114","중구","0.038","0.013","0.5","0.008","42","18"
"20160114","중랑구","0.041","0.011","0.6","0.007","45","21"
"20160114","청계천","0.044","0.009","0.6","0.01","42","12"
"20160114","청량리","0.047","0.008","0.5","0.008","48","28"
"20160114","태릉","0.053","0.005","0.8","0.006","56","26"
"20160113","강남구","0.034","0.016","0.5","0.005","38","19"
"20160113","강동구","0.036","0.008","0.6","0.006","47","23"
"20160113","강변북로","0.06","0.01","0.6","0.006","44","19"
"20160113","강북구","0.033","0.013","0.6","0.004","38","22"
"20160113","강서구","0.03","0.014","0.5","0.006","40","18"
"20160113","공항로","0.036","0.007","0.6","0.005","55","23"
"20160113","관악구","0.04","0.015","0.6","0.005","36","24"
"20160113","광진구","0.034","0.011","0.7","0.005","45","30"
"20160113","구로구","0.025","0.016","0.6","0.006","29","16"
"20160113","금천구","0.032","0.015","0.5","0.005","34","22"
"20160113","길동","0.043","0.008","0.6","0.006","39","22"
"20160113","내부순환","0.032","0.013","0.6","0.007","46","23"
"20160113","노원구","0.031","0.014","0.6","0.006","35","16"
"20160113","도봉구","0.033","0.017","0.5","0.005","36","17"
"20160113","동대문구","0.032","0.012","0.8","0.006","39","19"
"20160113","동작구","0.031","0.018","0.4","0.005","30","18"
"20160113","동작대로","0.047","0.013","0.7","0.007","49","27"
"20160113","마포구","0.025","0.016","0.5","0.005","28","19"
"20160113","서대문구","0.039","0.015","0.6","0.004","37","18"
"20160113","서울역","0.039","0.012","0.6","0.005","43","23"
"20160113","서초구","0.027","0.014","0.4","0.006","54","16"
"20160113","성동구","0.033","0.012","0.5","0.004","40","20"
"20160113","성북구","0.037","0.013","0.7","0.006","40","18"
"20160113","송파구","0.032","0.015","0.5","0.005","39","19"
"20160113","신사동","0.04","0.011","0.7","0.005","37","20"
"20160113","신촌","0.051","0.007","0.7","0.008","48","19"
"20160113","양재대로","0.049","0.007","0.8","0.007","45","21"
"20160113","양천구","0.031","0.015","0.6","0.004","39","23"
"20160113","영등포","0.049","0.01","0.5","0.007","47","22"
"20160113","영등포구","0.027","0.011","0.6","0.006","40","19"
"20160113","용산구","0.032","0.012","0.4","0.005","29","19"
"20160113","은평구","0.031","0.016","0.4","0.007","35","20"
"20160113","종로","0.038","0.014","0.6","0.004","38","18"
"20160113","종로구","0.031","0.004","0.4","0.004","38","25"
"20160113","중구","0.032","0.015","0.4","0.007","35","16"
"20160113","중랑구","0.036","0.014","0.6","0.006","41","21"
"20160113","청계천","0.041","0.011","0.6","0.009","35","11"
"20160113","청량리","0.043","0.008","0.6","0.007","39","27"
"20160113","태릉","0.048","0.007","0.8","0.006","51","24"
"20160112","강남구","0.042","0.011","0.6","0.006","52","22"
"20160112","강동구","0.039","0.007","0.6","0.005","61","26"
"20160112","강변북로","0.066","0.007","0.7","0.007","59","23"
"20160112","강북구","0.029","0.016","0.6","0.005","44","24"
"20160112","강서구","0.03","0.013","0.5","0.007","49","20"
"20160112","공항로","0.036","0.007","0.6","0.005","71","23"
"20160112","관악구","0.045","0.011","0.6","0.005","46","27"
"20160112","광진구","0.036","0.012","0.6","0.005","55","34"
"20160112","구로구","0.029","0.012","0.6","0.006","40","19"
"20160112","금천구","0.039","0.01","0.6","0.006","43","25"
"20160112","길동","0.048","0.006","0.6","0.007","51","24"
"20160112","내부순환","0.027","0.016","0.6","0.007","47","25"
"20160112","노원구","0.028","0.017","0.6","0.007","46","18"
"20160112","도봉구","0.028","0.021","0.5","0.005","47","20"
"20160112","동대문구","0.035","0.013","0.8","0.006","51","22"
"20160112","동작구","0.041","0.012","0.5","0.005","36","20"
"20160112","동작대로","0.051","0.01","0.7","0.007","62","32"
"20160112","마포구","0.031","0.011","0.6","0.006","37","24"
"20160112","서대문구","0.04","0.014","0.6","0.005","52","23"
"20160112","서울역","0.044","0.009","0.6","0.005","57","26"
"20160112","서초구","0.033","0.009","0.4","0.006","66","27"
"20160112","성동구","0.038","0.01","0.6","0.004","55","22"
"20160112","성북구","0.035","0.014","0.6","0.007","51","21"
"20160112","송파구","0.038","0.011","0.6","0.006","55","24"
"20160112","신사동","0.046","0.008","0.7","0.005","51","22"
"20160112","신촌","0.057","0.006","0.8","0.006","63","23"
"20160112","양재대로","0.054","0.005","0.9","0.007","57","24"
"20160112","양천구","0.033","0.013","0.6","0.005","49","27"
"20160112","영등포","0.053","0.008","0.6","0.008","60","24"
"20160112","영등포구","0.03","0.009","0.7","0.007","56","22"
"20160112","용산구","0.039","0.009","0.5","0.005","37","23"
"20160112","은평구","0.032","0.014","0.5","0.007","46","23"
"20160112","종로","0.036","0.013","0.6","0.004","42","18"
"20160112","종로구","0.033","0.003","0.4","0.004","46","30"
"20160112","중구","0.038","0.011","0.5","0.007","47","20"
"20160112","중랑구","0.038","0.013","0.6","0.007","54","26"
"20160112","청계천","0.043","0.009","0.6","0.01","40","12"
"20160112","청량리","0.046","0.009","0.6","0.008","45","30"
"20160112","태릉","0.049","0.008","0.8","0.006","65","25"
"20160111","강남구","0.032","0.02","0.5","0.006","42","20"
"20160111","강동구","0.032","0.009","0.6","0.005","42","20"
"20160111","강변북로","0.055","0.011","0.6","0.007","47","20"
"20160111","강북구","0.026","0.02","0.5","0.005","34","21"
"20160111","강서구","0.025","0.016","0.4","0.006","44","20"
"20160111","공항로","0.034","0.009","0.6","0.005","69","23"
"20160111","관악구","0.039","0.014","0.6","0.005","43","26"
"20160111","광진구","0.03","0.016","0.6","0.005","43","29"
"20160111","구로구","0.025","0.016","0.6","0.006","35","20"
"20160111","금천구","0.031","0.015","0.5","0.006","38","22"
"20160111","길동","0.044","0.01","0.5","0.006","40","23"
"20160111","내부순환","0.031","0.015","0.6","0.008","43","23"
"20160111","노원구","0.019","0.023","0.5","0.007","33","13"
"20160111","도봉구","0.022","0.026","0.4","0.006","34","16"
"20160111","동대문구","0.027","0.018","0.7","0.007","38","18"
"20160111","동작구","0.033","0.016","0.5","0.005","35","19"
"20160111","동작대로","0.049","0.012","0.7","0.007","52","30"
"20160111","마포구","0.025","0.017","0.5","0.006","32","22"
"20160111","서대문구","0.029","0.02","0.7","0.006","43","20"
"20160111","서울역","0.037","0.014","0.6","0.006","47","24"
"20160111","서초구","0.028","0.014","0.4","0.006","59","22"
"20160111","성동구","0.031","0.015","0.5","0.005","45","20"
"20160111","성북구","0.028","0.02","0.6","0.007","38","18"
"20160111","송파구","0.03","0.018","0.5","0.006","39","18"
"20160111","신사동","0.038","0.013","0.6","0.006","43","21"
"20160111","신촌","0.05","0.009","0.7","0.005","54","21"
"20160111","양재대로","0.049","0.009","0.7","0.007","44","22"
"20160111","양천구","0.029","0.016","0.6","0.005","45","26"
"20160111","영등포","0.05","0.011","0.5","0.008","52","23"
"20160111","영등포구","0.027","0.01","0.7","0.007","48","21"
"20160111","용산구","0.031","0.014","0.3","0.006","33","21"
"20160111","은평구","0.026","0.021","0.5","0.007","40","22"
"20160111","종로","0.027","0.022","0.5","0.005","41","18"
"20160111","종로구","0.023","0.007","0.3","0.005","38","27"
"20160111","중구","0.027","0.019","0.4","0.007","40","20"
"20160111","중랑구","0.031","0.019","0.6","0.007","38","19"
"20160111","청계천","0.032","0.017","0.5","0.01","34","11"
"20160111","청량리","0.042","0.012","0.6","0.009","36","25"
"20160111","태릉","0.046","0.012","0.7","0.006","47","19"
"20160110","강남구","0.023","0.03","0.4","0.006","31","17"
"20160110","강동구","0.027","0.013","0.5","0.005","32","17"
"20160110","강변북로","0.04","0.018","0.5","0.007","36","17"
"20160110","강북구","0.029","0.02","0.5","0.005","32","21"
"20160110","강서구","0.027","0.017","0.4","0.007","35","18"
"20160110","공항로","0.027","0.011","0.5","0.006","54","21"
"20160110","관악구","0.037","0.017","0.6","0.005","38","24"
"20160110","광진구","0.022","0.022","0.5","0.004","33","24"
"20160110","구로구","0.025","0.018","0.6","0.007","28","17"
"20160110","금천구","0.029","0.018","0.5","0.006","33","22"
"20160110","길동","0.039","0.013","0.5","0.006","33","25"
